id,name,bat_side,side,avg_batter_y_position,avg_batter_x_position,avg_foot_sep,avg_stance_angle,avg_intercept_y_vs_batter,avg_intercept_y_vs_plate
695578,"Wood, James",L,L,30.96966243483880,30.13312259180940,28.00185542355660,-20.828725585003000,32.678243990804800,1.7085815559659800
666176,"Adell, Jo",R,R,26.084040827644400,28.094988596885600,38.15131245891480,-11.564060062829400,26.147007207224800,0.06296637958043100
650333,"Arraez, Luis",L,L,34.31262537479630,26.01993614615830,27.823414524007900,-25.76979055268760,31.484589707211100,-2.8280356675852500
592450,"Judge, Aaron",R,R,26.23828003637240,33.096669377298700,29.897402749925700,-5.541759449449400,30.554699746868600,4.3164197104962500
641857,"McMahon, Ryan",L,L,24.00371655233270,32.030370791803300,42.67652574487010,0.2910776341390990,26.763090825845100,2.759374273512440
666969,"García, Adolis",R,R,29.049541471921500,25.173342886382700,29.178020854785700,-16.6660022614421,31.312710860196400,2.263169388274960
694192,"Chourio, Jackson",R,R,24.74465257629380,30.415434926582100,40.252962431253300,1.5205974662649400,27.95177543235520,3.2071228560614400
702616,"Holliday, Jackson",L,L,25.861615602198800,27.564199662947100,24.727414850601800,-5.13956236083811,26.176596359448800,0.31498075725003000
673548,"Suzuki, Seiya",R,R,28.01666141232780,27.829712006110600,29.481433835582200,-4.512228122986130,34.492023349475400,6.475361937147670
663538,"Hoerner, Nico",R,R,29.759198211438000,27.566505102331700,28.877104673617600,-12.378277912960600,27.13462090361500,-2.6245773078230400
668715,"Steer, Spencer",R,R,29.040759558153100,25.626031295355500,34.79834806532420,-5.41141452796883,32.72744485827100,3.6866853001178600
673237,"Diaz, Yainer",R,R,29.075052609723800,28.296106924598300,32.51871389719590,-1.4587754759583600,32.41069209635250,3.3356394866286800
650490,"Díaz, Yandy",R,R,29.340035890577000,28.66518292090130,28.700613278708200,-29.57389824173850,29.901526174511700,0.5614902839347020
683011,"Volpe, Anthony",R,R,28.66808613849480,29.201607080443300,26.932280419607300,3.8765811033917000,25.014352770116200,-3.6537333683785800
514888,"Altuve, Jose",R,R,12.8352841577111,30.140000543993600,29.009692708776400,-19.528607993024100,30.10321288939100,17.267928731679900
680757,"Kwan, Steven",L,L,22.84309002026500,22.666924784528800,7.057485784640890,-16.366072311310800,29.794134931384900,6.95104491111992
691016,"Soderstrom, Tyler",L,L,28.787819671263000,31.464796277335700,33.131525225162900,-6.32744382020729,28.01568352702700,-0.7721361442359610
650402,"Torres, Gleyber",R,R,32.53485634897740,26.395178918891900,27.079689204731500,-32.423728198780000,30.34036559024450,-2.194490758732940
683737,"Busch, Michael",L,L,30.976191564234600,26.49151111870540,31.414776582042400,0.4750087684205790,32.51814167063960,1.5419501064049500
678246,"Vargas, Miguel",R,R,30.588444424348500,28.067495654092300,28.699624669158400,-6.306910953223200,35.31319811280430,4.724753688455780
606192,"Hernández, Teoscar",R,R,30.733034242244600,29.88769333009950,27.49384638235260,-6.902163480762370,30.46509110429610,-0.2679431379485440
687597,"Beck, Jordan",R,R,17.651456159266400,29.47327953151510,31.65458006071770,-1.6959497901982700,27.628600305776000,9.977144146509640
682663,"Ramírez, Agustín",R,R,28.261961831472100,30.15480855084500,37.3840328153465,-16.235003138821700,30.343104752967500,2.081142921495340
621439,"Buxton, Byron",R,R,23.564544877555500,27.764556111202400,28.80756434700760,1.4914775643196500,28.24010095412070,4.675556076565210
592663,"Realmuto, J.T.",R,R,31.461592345887700,27.4533394178903,26.204882994900200,-19.840062733592500,28.55238752714940,-2.909204818738330
647304,"Naylor, Josh",L,L,25.40286259100740,26.583220793236300,44.0193093238696,-4.489691320916460,25.304948987610800,-0.09791360339656980
672820,"Sosa, Lenyn",R,R,30.357342440857300,27.51841970778410,30.598698413268900,-7.896060639095100,32.720606300704100,2.363263859846880
663656,"Tucker, Kyle",L,L,27.854196906665900,30.199772014068400,36.31610212054160,-1.7459826142517700,28.366771623880100,0.5125747172141500
687263,"Neto, Zach",R,R,18.396315015753800,21.574114493487100,39.79425753211780,-4.265428900720890,36.30643605186690,17.91012103611310
575929,"Contreras, Willson",R,R,22.615705707283800,30.312338760464600,25.48893656668170,-7.461651094180410,27.94332223199670,5.327616524712820
666971,"Gurriel Jr., Lourdes",R,R,28.765306271377800,26.060599865373900,24.787122720877800,-14.765509403972000,31.10328687451300,2.3379806031351900
543807,"Springer, George",R,R,26.97835651315620,27.1770389697719,28.753831881089800,-6.613111188127120,22.324155801140500,-4.65420071201568
665742,"Soto, Juan",L,L,24.85529586291460,30.251495597478900,41.94804112324570,-9.987830341843350,23.222419577743800,-1.6328762851707100
621043,"Correa, Carlos",R,R,25.75908472860480,28.790557329134500,36.76192266907540,-1.182641859479970,28.455677919123100,2.696593190518370
808982,"Lee, Jung Hoo",L,L,26.68278478303920,21.116963757884000,28.07448485583650,-42.741295958031800,30.209190672484500,3.5264058894452600
665489,"Guerrero Jr., Vladimir",R,R,27.839877281907200,28.987232988700100,27.903348353834600,-11.881130776601500,34.41593864641530,6.576061364508040
657757,"Sheets, Gavin",L,L,29.25310739721640,29.156159017608200,17.079307193158800,-35.663738674672700,34.1050383729819,4.8519309757655600
542303,"Ozuna, Marcell",R,R,34.415060702811100,26.101641530061300,34.285987869379300,-26.5118045966513,32.40440092643430,-2.0106597763768200
669701,"Smith, Josh",L,L,31.76427598257890,27.10464689030450,22.000282304576600,-21.553473668999400,30.77507414861450,-0.9892018339644340
672356,"Arias, Gabriel",R,R,29.144030555123100,35.607337846247800,26.547311126921800,-4.395566104186460,34.41051826248460,5.266487707361550
656811,"O'Hearn, Ryan",L,L,26.05170578719260,29.257733465881500,25.383950800929000,-7.5897847449676600,26.32118794802060,0.269482160827968
694671,"Langford, Wyatt",R,R,28.84467518715030,27.37205287522900,29.610684479790000,-1.3219134440428300,32.015830898225100,3.1711557110748300
621493,"Ward, Taylor",R,R,31.659321482096200,25.717152225637800,18.463783996636600,-43.361452255252300,33.457903797485200,1.798582315389080
691026,"Winn, Masyn",R,R,33.57548813337290,23.063999594424900,16.21933996773640,-55.10758878529880,34.01385814064370,0.4383700072707900
672580,"Garcia, Maikel",R,R,30.50660109925720,25.941928502102300,35.22006485410070,2.9994241040149300,33.92491645882870,3.418315359571470
670770,"Friedl, TJ",L,L,32.284507730021300,24.36089637445010,29.703642060718100,-28.15772587636660,40.372080637781400,8.08757290776008
502671,"Goldschmidt, Paul",R,R,25.89278115021670,34.047928002002500,35.942408872284500,-9.125057996293960,21.019064937232500,-4.873716212984210
669127,"Langeliers, Shea",R,R,27.16639864432590,29.670509869119800,35.68513755827300,-17.571972410380200,33.66532601069830,6.498927366372350
457705,"McCutchen, Andrew",R,R,29.807736951557400,28.978188703707800,35.625396599270800,-1.8948642183319700,24.881986001110400,-4.925750950446990
701358,"Smith, Cam",R,R,25.36194597706420,30.346725112388300,33.460217784267200,-9.814069273332020,29.394083260082300,4.032137283018140
681082,"Stott, Bryson",L,L,26.622600913418500,23.70885376743140,38.011733185804200,-4.268133817354530,28.229796191139400,1.607195277720960
680574,"McLain, Matt",R,R,28.09427659979430,27.05641732269300,27.618871292079600,-18.156688230851000,32.15392065048610,4.059644050691790
665862,"Chisholm Jr., Jazz",L,L,30.235517487714000,25.825647370959200,29.62158770148360,-4.367651725648550,31.638608597203100,1.4030911094890800
671277,"García Jr., Luis",L,L,28.15779110959000,28.678959642864600,32.20370862256170,-10.931198729947500,33.38823141038210,5.230440300792150
672640,"Lopez, Otto",R,R,29.30528215462030,28.517820775079900,32.156885686650500,-0.09161578727048000,30.479175877749100,1.1738937231288000
666139,"Lowe, Josh",L,L,24.507882346356500,30.87426250297910,34.156938967031200,-6.092125286986050,29.19879064990550,4.690908303548940
673962,"Jung, Josh",R,R,22.570922057794600,25.012839175651400,23.301712676355200,-5.1590684889411300,32.14941756286780,9.57849550507322
686217,"Frelick, Sal",L,L,30.92039121089140,27.366609162600600,25.57162658843610,-8.841146701460280,27.788175180053800,-3.1322160308376800
605141,"Betts, Mookie",R,R,25.700730688827700,28.642898316671100,26.58615696463720,-15.741410321472400,33.19730262455150,7.496571935723750
543760,"Semien, Marcus",R,R,28.006150999723300,23.990789646548600,30.68591601315440,-2.128095005503840,30.493006130173500,2.486855130450170
663728,"Raleigh, Cal",L,L,29.332257150636900,24.092792000236100,24.836492351056900,1.4886566161840900,34.516111797775800,5.183854647138920
686668,"Doyle, Brenton",R,R,24.078952411815700,29.091769660238300,41.50354262727620,-7.688861144132290,26.037605271802700,1.9586528599870200
656775,"Mullins, Cedric",L,L,31.7656755293618,24.147338130149100,29.575674705337600,-11.231407710864300,28.649351543240400,-3.116323986121440
668804,"Reynolds, Bryan",L,L,26.50172770632830,26.897774599745300,43.5370191430112,-5.763546282873620,28.205153221786800,1.7034255154585500
676391,"Clement, Ernie",R,R,22.625435069099700,28.269427114014600,31.56041383414550,-1.6893020802844500,31.15459842300310,8.52916335390344
545361,"Trout, Mike",R,R,29.941576706040200,25.300012347567000,28.48107737077620,-9.390110318140500,24.26959821187490,-5.67197849416535
664034,"France, Ty",R,R,28.354833131310700,26.483268358019700,31.690688884408100,-28.223216968700000,27.521521677091800,-0.8333114542189570
663616,"Larnach, Trevor",L,L,28.598730102966200,27.23541509358550,38.21523344245150,1.2362532516052400,34.26946780420760,5.670737701241400
700932,"Manzardo, Kyle",L,L,22.721126590685300,31.39988933826680,36.1563859396561,-2.628278273220020,33.631589843798100,10.910463253112800
701538,"Merrill, Jackson",L,L,24.612637552892700,28.722995163702000,24.001260198646900,0.33767479976059300,27.428385526392400,2.8157479734997200
680718,"Barger, Addison",L,L,33.19702792271070,25.47178742344960,20.621326202551000,-53.725666102263600,31.52878073775630,-1.6682471849543900
573262,"Yastrzemski, Mike",L,L,29.069949184459400,24.690751240542300,23.585496920263500,-3.621531030918580,30.403396497435500,1.333447312976010
676475,"Burleson, Alec",L,L,33.982866528614900,23.41377616197700,18.378203660632200,-26.74895373361780,31.582742882202200,-2.4001236464126600
672386,"Kirk, Alejandro",R,R,21.642167324507800,31.54453250146630,28.476047152920900,4.366656054862030,30.06275246791650,8.420585143408620
656716,"McKinstry, Zach",L,L,27.36509326784200,26.45161206712920,31.528552926469700,-1.923749754159590,27.293121332667900,-0.07197193517412600
663697,"India, Jonathan",R,R,28.7097467834611,27.946457101299900,29.69487770559610,-11.599982424254000,30.675132932408300,1.9653861489471800
664056,"Bader, Harrison",R,R,27.145479336072600,27.176196434621700,19.781048423012800,-12.067941764526900,33.55214582930460,6.406666493231940
657656,"Laureano, Ramón",R,R,30.405645282864400,31.5918770861889,17.640822770580800,4.750705241482280,32.77807041710960,2.3724251342452100
663647,"Hayes, Ke'Bryan",R,R,32.95026918938590,25.85092739401130,25.83834509610570,-16.924273559924200,34.5224609429553,1.572191753569390
624424,"Conforto, Michael",L,L,27.143520912403900,28.26722539190900,31.088029192554200,-6.100245237874200,27.74512638865020,0.6016054762462920
656305,"Chapman, Matt",R,R,28.385337463084200,29.811188494701300,26.862388305168700,-10.349002404094800,27.443528370981500,-0.9418090921027270
660821,"Sánchez, Jesús",L,L,26.32625628261220,28.420526509290900,34.90123624605540,-10.343900778429100,35.02893739884840,8.70268111623612
681481,"Carpenter, Kerry",L,L,32.39884066892950,29.107885261411700,21.693252710256200,-10.12405735112020,25.740157370567900,-6.658683298361620
624428,"Frazier, Adam",L,L,21.119107926092800,22.087546749620700,37.964039586752700,1.3126853617124100,24.042431407949300,2.9233234818564900
694384,"Schanuel, Nolan",L,L,30.004456503534700,23.252882729647300,34.203065278856400,-0.1845786887154430,30.750247960041100,0.7457914565063300
669065,"Stowers, Kyle",L,L,29.60861437119730,29.310556791584700,34.977752288473200,-10.002425439597900,31.49500449047530,1.8863901192779500
665833,"Cruz, Oneil",L,L,27.8330205807005,26.722805528305600,40.607812518633100,-9.574528118572400,35.354473544461900,7.521452963761440
665161,"Peña, Jeremy",R,R,30.183630938017800,26.227580122946600,33.71065383416840,-21.288905145634700,32.028968898085000,1.8453379600671900
645277,"Albies, Ozzie",L,L,35.25220126607610,23.22029421174750,36.96533554023840,-36.94726086723970,36.879631436778400,1.6274301707022200
663457,"Nootbaar, Lars",L,L,29.121148799097300,27.86152184011680,23.633327307855000,-20.216533577381900,34.74541616207220,5.624267362974920
630105,"Cronenworth, Jake",L,L,33.40777987346620,28.303564302458900,26.470747321596800,3.2635401682746600,30.6077753069776,-2.800004566488570
669224,"Wells, Austin",L,L,30.772641863200000,23.644896137565500,26.96713886788990,-9.212582434542650,30.533031977401600,-0.23960988579842300
681351,"O'Hoppe, Logan",R,R,27.544270363390500,28.64818029772020,33.03006822110350,-4.735782649474630,33.604201810115600,6.059931446725110
596019,"Lindor, Francisco",L,L,26.600932931098200,26.264279455050000,28.220161767226300,-8.384692197375460,28.50469391824010,1.9037609871418900
663757,"Grisham, Trent",L,L,33.30768420511480,31.0064634213036,22.079846798734700,-14.147575205557900,24.087449322907100,-9.22023488220773
666160,"Moniak, Mickey",L,L,25.77214032467490,30.78387959378880,31.892411053786100,-8.78238132487909,29.131593435493700,3.359453110818760
663586,"Riley, Austin",R,R,28.838573911422000,28.165670801381700,30.059718559479000,-10.416134996085000,35.58461162045770,6.746037709035650
665966,"Narváez, Carlos",R,R,25.038900128089300,29.202856399370300,26.097603059800600,-21.739167624321700,30.64319873783240,5.604298609743140
668901,"Vientos, Mark",R,R,26.616675818410800,28.76628441960750,26.574169149720500,-6.161898145040900,28.131667919504200,1.5149921010934000
643446,"McNeil, Jeff",L,L,30.859047410003700,24.840482699991700,32.21169769227840,-3.2852380242894,29.94345217039870,-0.9155952396050530
596146,"Kepler, Max",L,L,32.407141677942600,30.114485136353800,34.77723515300180,-24.495014087526000,32.540235741321400,0.13309406337876300
676572,"Wagaman, Eric",R,R,25.10512835377580,28.137473821037900,28.600483223464000,-3.0831158977499800,32.3302281410752,7.225099787299420
666158,"Lux, Gavin",L,L,33.26724487239680,26.49406128028620,31.514093340642200,-7.329200387003690,32.099380790324700,-1.167864082072080
686948,"Baldwin, Drake",L,L,26.573173156848800,28.216126811229800,32.336511926336400,-10.876095033863000,28.719501721339800,2.146328564490960
527038,"Flores, Wilmer",R,R,27.68561338920680,25.257294474623300,42.75495569417760,-7.568349462910180,31.382986736516500,3.6973733473096500
700250,"Rice, Ben",L,L,30.847992976850600,28.504805587024000,33.519052880833700,-28.929194036289400,28.471871276297800,-2.376121700552790
693307,"Dingler, Dillon",R,R,25.6224252109902,28.352036616870600,38.5517598596461,-12.099675286259700,27.77805584087590,2.15563062988572
608070,"Ramírez, José",L,L,30.430738194489400,21.780873370015000,26.584052849668900,-14.553526560969100,32.72234770987710,2.2916095153877200
678662,"Tovar, Ezequiel",R,R,28.334090079564600,23.86854751658460,35.16670123114280,1.0581355231014900,29.12027434155130,0.7861842619866280
664761,"Bohm, Alec",R,R,25.706436136354100,29.673440537388300,37.99278131536730,-8.98110633876583,26.611970824847300,0.9055346884932330
677950,"Thomas, Alek",L,L,20.509436470069300,26.981606873373900,17.084399665746200,-26.082045252753000,33.459887373842100,12.950450903772800
643217,"Benintendi, Andrew",L,L,30.880119516124600,22.412387399372500,22.860519842732000,-22.30682850820770,35.24690833966420,4.366788823539620
687401,"Ortiz, Joey",R,R,31.947208502540200,28.20836336117290,28.899582129366500,-9.567681176667790,29.09177901946790,-2.855429483072300
664023,"Happ, Ian",L,L,31.58915761454090,26.114498957480600,26.04410679879490,-3.723277363208190,33.95140962417940,2.3622520096384700
677800,"Abreu, Wilyer",L,L,29.825558752527100,26.570340799222200,30.566231775992400,-24.79266928069670,31.36633581598540,1.5407770634582700
595879,"Báez, Javier",R,R,19.598033324175900,28.7148679813963,31.00670234681340,-10.956946868623300,29.783219624807500,10.185186300631600
593428,"Bogaerts, Xander",R,R,19.703259778146500,29.095198074716800,29.747147657828300,-6.14978199407885,34.754416179512000,15.051156401365500
682829,"De La Cruz, Elly",L,L,28.758181413660900,29.89595212410860,30.820078439487600,-28.910744504621700,37.211479389460300,8.453297975799390
650859,"Rengifo, Luis",L,L,18.716321181310900,26.20699791992030,29.293161899209100,-17.355510931655300,26.286487722311600,7.570166541000720
666018,"Aranda, Jonathan",L,L,27.232112682489300,29.273606686229700,31.250422441048600,-16.76124491256300,27.322467167381800,0.09035448489249240
608369,"Seager, Corey",L,L,26.48919703432890,29.054211210834900,30.194531587853600,-19.453759163911100,31.989741998348600,5.5005449640197700
680977,"Donovan, Brendan",L,L,26.405966768965500,28.4848881140967,36.36795566623150,-7.60895054835988,24.885973025239200,-1.5199937437262600
690993,"Keith, Colt",L,L,22.79209010827280,28.70833007745900,32.273280508908200,-8.700075385574610,31.49371198187190,8.701621873599090
805779,"Wilson, Jacob",R,R,28.55322724848150,25.665803237372100,28.689644829091100,-31.71597546047430,30.573419116572600,2.020191868091070
673357,"Robert Jr., Luis",R,R,31.288827249568900,27.19569714436180,32.70711339274330,-19.7878526275709,30.48367470064930,-0.805152548919616
701762,"Kurtz, Nick",L,L,23.433117111490100,27.741507823706400,32.85623853108450,-10.52918365100860,24.795287231024600,1.3621701195344900
669720,"Hays, Austin",R,R,12.546813618395300,28.600755236780500,26.02745627868020,-6.570744802111560,35.78125060761440,23.234436989219100
672695,"Perdomo, Geraldo",L,L,17.211090045821900,25.475527989850600,41.51528044397280,-9.216763303876590,24.092823981366900,6.881733935545010
683146,"Baty, Brett",L,L,30.04045521329430,30.264337954601500,25.914358186895300,-8.092134264609110,26.659332380126500,-3.381122833167760
683734,"Vaughn, Andrew",R,R,31.64116996503530,29.09648317951300,33.18242131861500,-1.68753961361016,29.514213625522600,-2.126956339512650
807713,"Shaw, Matt",R,R,29.695020941909800,28.23413693934010,19.105534508300700,-15.96127352972740,31.64877203954460,1.9537510976348600
660670,"Acuña Jr., Ronald",R,R,31.270136391804500,25.480626678605600,32.984480971739400,-14.147041376774000,30.199998845873600,-1.070137545930920
608324,"Bregman, Alex",R,R,28.660725447172000,24.777290238904800,30.243558988378200,5.377892879088570,31.80536622948210,3.1446407823101600
666310,"Naylor, Bo",L,L,27.202301614717900,31.185444364403600,31.48421222895750,-18.796117709419100,35.20481568219240,8.002514067474520
702332,"Durbin, Caleb",R,R,32.364419683126300,27.164322631278700,27.55558687165740,-19.785898558070100,27.839218941923900,-4.5252007412024400
571448,"Arenado, Nolan",R,R,31.968060264240100,29.309318341588400,31.11220649607100,-3.861234814768040,34.921062476161300,2.9530022119211900
693304,"Gonzales, Nick",R,R,31.868659714021400,26.946870517912800,25.194662049647000,-18.86680687399140,29.95812552040360,-1.9105341936178000
664770,"Lukes, Nathan",L,L,26.82791115337040,30.67172871033180,28.37513147780540,2.680620785971520,26.24492024157880,-0.5829909117915260
671056,"Herrera, Iván",R,R,31.87121170851090,27.4553395502144,33.01293926358670,-46.19735578568460,31.503344338413000,-0.36786737009797300
805367,"Meidroth, Chase",R,R,31.59266033803770,28.231522443557000,30.42084661930270,-19.296053977479200,29.146436938991200,-2.446223399046500
666134,"Jones, Nolan",L,L,27.08396238463000,27.327724313531200,29.806634883591600,-6.194475178997950,32.70723828729760,5.623275902667620
669016,"Marsh, Brandon",L,L,27.83132744649670,29.378103525860000,35.92194557445390,-6.3975835306831500,27.46848669881790,-0.3628407476787770
669357,"Gorman, Nolan",L,L,31.152988252248600,30.39801354149660,27.923202588871800,-10.832663719583800,33.089323356457700,1.936335104209100
670242,"Wallner, Matt",L,L,26.764700017890200,31.355995478505500,30.066287817843000,-46.265111012004500,37.3337060842318,10.569006066341600
663624,"Mountcastle, Ryan",R,R,25.584470315357400,31.11629860631930,35.40660887173150,4.5452517847966200,27.594325650667400,2.0098553353100700
643396,"Kiner-Falefa, Isiah",R,R,29.536892084522800,27.796076567088700,26.84776003498470,-26.57514178859530,28.84320108952480,-0.693690994997944
668904,"Lewis, Royce",R,R,24.574376236034900,26.494456060425700,28.689477137542700,-7.8142539670757900,28.57642805368990,4.0020518176549700
687462,"Horwitz, Spencer",L,L,29.43047175253670,25.229019423457900,25.652192671854000,-11.375164734394700,30.09749356189640,0.6670218093596800
691023,"Walker, Jordan",R,R,23.796235867393600,31.757730041018500,28.70160134257350,-16.814982634227500,30.065739970239500,6.269504102845830
686780,"Pagés, Pedro",R,R,27.14413635733880,28.852873757662900,30.053833261828800,-5.342588159064240,36.019829279243800,8.875692921905080
605137,"Bell, Josh",L,L,28.731253853428800,28.728980052757100,31.424552948927700,-11.562349397872900,27.74510478389340,-0.9861490695354010
682177,"Schneemann, Daniel",L,L,29.02105916882150,26.094711944201300,29.865076840118500,-8.687264605549750,33.80604585607630,4.784986687254830
608348,"Kelly, Carson",R,R,29.923199606765600,29.576360668080900,24.174796261587100,0.7118394995961000,30.94142630062080,1.0182266938551100
643565,"Tauchman, Mike",L,L,33.415674185270900,29.630141010409800,23.451831489712700,-10.780489104950100,30.43203576916840,-2.9836384161025200
669257,"Smith, Will",R,R,32.91859266016370,28.98588100391030,16.408563331059800,-22.744480477793700,31.2621339973099,-1.6564586628538500
665019,"Clemens, Kody",L,L,31.980743248025500,27.588351577759700,31.11381225894030,-33.330433876684900,33.45385293891870,1.4731096908931800
670623,"Paredes, Isaac",R,R,30.867237977279800,25.834869710457100,30.012111873499800,-36.718459839413300,37.824997516584400,6.957759539304550
687363,"Scott II, Victor",L,L,23.449514995398200,24.0829659744687,20.06289587534710,-47.633159823896200,31.768835094373000,8.319320098974730
